target_id	spi_AIV_tpm	spi_BM_tpm	spi_LBH_tpm	spi_LG_tpm	spi_RBH_tpm	spi_RG_tpm	spi_ROL_tpm	spi_RWB_tpm	spi_S_tpm	sp_ORM_tpm	sp_TMS_tpm
mrna-2859	438.991	376.634	399.477	506.61800000000005	658.15	583.871	467.24300000000005	369.14300000000003	543.243	833.99	382.662
mrna-2858	5.6788099999999995	7.229660000000001	16.4699	15.796	9.7592	9.99175	19.6691	16.072	9.52369	9.04446	6.49964
mrna-2857	8.31752	2.36099	7.195110000000001	4.20285	18.3943	2.57366	0.0	0.0	8.17839	7.926260000000001	2.65283
mrna-2856	3.00895	0.832051	3.6153199999999996	2.11904	2.26842	3.342	1.20336	1.00919	9.43173	4.520569999999999	2.88755
mrna-2855	57.4793	18.0278	53.4939	34.1208	33.6446	38.416	73.1423	82.3095	54.8031	35.2293	40.429
transcript-7071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-2854	435.083	342.523	657.6469999999999	903.6139999999999	544.4	706.8480000000001	1364.12	1585.12	280.445	637.674	378.51300000000003
mrna-2853	7.06428	3.9382699999999997	6.58573	6.978289999999999	2.6379099999999998	7.73049	4.90836	8.97402	2.8495	6.09403	10.0176
mrna-2852	177.11599999999999	80.1656	154.934	161.616	120.81200000000001	175.417	92.772	88.6515	163.024	162.16	91.4674
mrna-2851	1.47896	4.16282	0.23769899999999997	1.15333	0.29317	0.679133	0.0	0.0	0.293174	0.595907	1.18686
transcript-7070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7067	3.80807	8.9218	10.5389	9.903369999999999	16.8213	4.7194199999999995	0.47203	1.89925	6.2839	2.90718	1.1492799999999999
transcript-7066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-2850	27.8634	165.02900000000002	18.4849	14.2736	6.6752199999999995	10.9692	3.14012	2.41908	4.09218	9.76528	13.0295
transcript-7064	8.60356	0.0	0.0	0.0	18.9662	1.62442	0.0	0.0	0.0	5.48135	0.9413020000000001
mrna-2848	1.19915	0.0	0.0	0.0	0.0	0.376102	329.087	332.19699999999995	2.79097	1.69477	1.3267799999999998
mrna-2849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-2847	15.2246	5.891290000000001	17.5065	13.7468	7.59138	13.4356	13.4886	13.8481	10.618	11.4669	9.74227
mrna-2846	12.809000000000001	1.67284	0.7395689999999999	0.0	0.0	0.168551	0.0	0.0	0.0	5.65284	0.383094
transcript-7063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7062	0.0	0.0	0.0	0.0	0.0	0.645922	0.0	0.0	0.0	0.0	0.0
transcript-7061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7058	0.0	0.0	0.0	0.0	0.0	0.0	6.08575	0.0	0.0	0.0	0.0
transcript-7057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7055	0.0	0.0	0.0	0.0	0.0	0.29920599999999997	0.0	0.0	0.0	0.0	0.0
transcript-7054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.750767	0.0	0.0
transcript-7051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7040	0.0	0.0	0.0	0.0	0.06397330000000001	0.0	0.0849083	0.0	0.0	0.0	0.0
transcript-7039	1.5419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.68228
transcript-7038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2325	0.0
transcript-7037	3.4618800000000003	1.11523	0.0	6.8423300000000005	4.731	1.6855099999999998	6.60842	4.03592	3.41126	0.646039	5.1717699999999995
transcript-7036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7034	0.706098	0.64769	0.180562	0.6475069999999999	1.9991299999999999	0.17728	0.441772	0.839517	0.0	0.40066999999999997	0.0
transcript-7033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7031	0.9945579999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.201694
transcript-7028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-7027	30.9525	0.0	13.2771	0.0	0.770332	15.0464	79.2457	57.6667	91.3706	6.08789	15.5617
transcript-43981	2.09976	0.0	5.598409999999999	0.0	0.0	1.7157	0.0	0.0	9.33331	2.5552099999999998	0.567803
transcript-43980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-43979	0.0	0.0	0.0	0.0	2.61527	0.0	0.0	7.87984	0.0	0.0	0.0
transcript-43978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-43977	0.111607	0.0	0.0	0.0	0.0	0.26412399999999997	6.2085	3.99261	0.0	0.49008999999999997	0.626613
transcript-43119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-43118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-43117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.43242	0.0	0.0	0.0
transcript-43116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-43115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-43114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-43112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-43113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-43111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-43110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814796	0.0	0.0	0.0
mrna-5594	19.5406	13.5739	30.3834	29.0364	37.2001	24.3821	157.048	124.75299999999999	28.1071	8.87566	19.4341
transcript-13669	163.504	46.4031	183.97	143.02100000000002	216.419	170.34	172.57	105.279	131.403	86.4768	132.895
transcript-13670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13682	44.8496	5.84633	20.0381	37.308	0.0	24.1029	38.0944	40.4432	11.9277	29.395	37.9493
transcript-13683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.870625	0.0	0.0
transcript-13685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13693	0.0	0.0	0.0	0.0	0.0	0.178174	0.0	0.0	0.0	0.0	0.0
transcript-13694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5595	69.2269	46.1686	69.1285	186.91400000000002	82.8925	98.7409	164.00900000000001	70.6976	44.4704	114.325	105.02799999999999
transcript-13695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016082399999999997
transcript-13696	14.4451	5.13385	30.8995	18.0757	10.3752	34.8515	34.1885	34.7693	12.7184	4.0357	10.5693
mrna-5596	1.74701	3.8816300000000004	3.46348	5.58399	9.84995	4.3619	0.767842	0.178125	4.73746	1.1193899999999999	0.230604
transcript-13697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13698	0.0	0.0	0.0	0.0	0.0	16.5759	0.0	0.0	16.9794	1.19961	0.0
transcript-13699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.315827
transcript-13700	0.189125	0.0	0.0	0.0	0.0	0.0511809	0.024792500000000002	0.0	0.11684800000000001	0.0	0.146357
mrna-5597	0.8831829999999999	0.924075	3.10308	0.0	0.394891	0.0	0.7891699999999999	0.671478	0.0	1.2022899999999999	1.08575
mrna-5598	42.6817	23.6491	63.6735	36.143	59.1997	39.3423	32.8517	37.0487	60.0072	50.1038	21.3107
transcript-13701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5599	7.07838	20.3522	4.09984	1.55369	1.6455	1.2912700000000001	30.1289	28.5374	18.3444	3.70485	13.3132
transcript-13702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5600	8.47749	3.3321099999999997	175.946	7.4295800000000005	134.697	16.8814	0.393491	0.9317719999999999	27.8477	4.89633	4.4745099999999995
transcript-13703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13706	0.803922	1.34436	0.985232	0.0	0.660257	0.47611400000000004	2.12438	2.71536	0.0	0.673334	0.731996
transcript-13707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5601	2.92176	1.46365	3.7387699999999997	4.44682	5.98998	6.578239999999999	12.7588	14.2089	6.58909	4.68671	2.41534
mrna-5602	3.8025800000000003	6.9398100000000005	3.33408	0.0	2.45591	1.6106200000000002	2.90593	2.2298299999999998	4.49322	4.78338	2.00303
mrna-5603	40.2859	13.2921	45.1534	35.5214	43.9004	44.3051	86.8614	83.4897	45.5563	31.5843	33.8707
mrna-5604	11.5812	4.13298	9.38279	11.679	8.509	12.06	8.969610000000001	7.88975	10.4499	7.0702	9.695160000000001
mrna-5605	7.370260000000001	1.828	4.08256	8.94738	0.687056	4.287730000000001	2.75058	8.34912	2.61595	4.59666	6.28319
transcript-13710	0.9865290000000001	0.458295	0.0	0.0	2.03973	0.425437	2.96979	1.9048599999999998	0.543187	1.61881	1.01811
mrna-5606	3.6480300000000003	1.6654099999999998	1.4983799999999998	2.47979	2.29219	1.85637	4.94779	5.28279	2.4376599999999997	5.34485	3.24283
mrna-5607	0.13097	0.0	0.0	0.0	0.0	0.385407	0.0	0.0	0.137743	0.0	0.0
transcript-13711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5608	15.5375	19.4928	12.7907	13.4957	3.0818	12.2282	29.9189	14.6595	0.0	8.31937	9.48214
mrna-5609	5.90119	5.58263	7.00127	9.36084	5.10829	6.50245	8.74345	13.5001	4.97296	4.32479	4.76877
transcript-13718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5610	2.8820900000000003	0.256754	0.0	0.0	0.0	1.30479	0.0	0.0	2.04218	4.12159	0.910643
transcript-13719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5611	8.06429	12.1738	3.98118	6.9647	0.464826	3.11349	6.34256	7.71105	6.24951	5.00053	4.22618
transcript-14735	0.295494	0.24259499999999998	0.49242299999999994	0.210277	0.47677299999999995	0.354404	0.8740979999999999	0.829873	0.476983	0.260896	0.34325
transcript-13720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13721	11.9312	2.81906	10.0256	8.37369	9.8891	11.3483	6.602060000000001	7.376869999999999	9.85498	6.57667	11.2366
mrna-5612	1.6334799999999998	1.18782	1.26526	0.0	8.11554	0.0	0.0	0.0	0.0	1.94672	0.6577390000000001
mrna-5613	0.233921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.73101	0.25909099999999996
mrna-5614	76.7662	57.1008	320.117	148.299	498.082	93.1925	223.579	310.92400000000004	81.2127	107.126	56.4392
transcript-13722	0.0	0.0	0.0	0.0	0.0	0.185815	0.0	0.0	0.0	0.528762	0.0
transcript-13723	0.0	0.0	0.0	0.0	0.0	1.30555	0.0	0.0	0.0	0.0	0.0
transcript-13724	0.0	0.0	0.0	0.0	1.67772	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13725	0.143394	0.0	0.0	0.0	0.145065	0.0	0.0	0.0	0.297102	0.0	0.0
transcript-13726	0.0	0.0	0.0	0.22271100000000002	0.0	0.10403299999999999	0.0	0.0	0.0	0.0	0.24338400000000002
transcript-13727	0.559401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.63848	5.38345	0.0
transcript-13728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5615	6.28488	2.25313	2.1369700000000003	0.940825	0.0	4.59272	0.690651	0.275359	3.53039	5.05317	7.171360000000001
transcript-13729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5616	2.5714099999999998	1.46262	4.39485	5.43156	3.9504300000000003	2.59819	0.205359	0.428464	6.82828	3.7979	1.6813599999999997
mrna-5617	21.0194	9.59731	18.1086	27.7633	27.3084	19.7305	16.359	26.6325	16.6236	40.568000000000005	16.8676
mrna-5618	5.40568	1.7824200000000001	0.833419	3.3563199999999997	1.27116	3.54262	4.79178	8.27045	1.68707	2.7486599999999997	2.104
mrna-5619	56.4151	29.3029	57.9072	57.0167	67.3176	68.0521	74.5877	112.37100000000001	56.0626	37.3145	35.8671
mrna-5620	35.7941	16.0481	53.0745	45.6852	33.8831	103.286	3.9138699999999997	9.422239999999999	69.3435	12.0943	83.2092
mrna-5621	27.4841	18.8661	25.436	74.7475	34.9406	53.9124	3.69852	0.0	14.9233	5.2499400000000005	80.5628
mrna-5622	12.5105	3.12431	7.157789999999999	12.2075	11.9888	8.2494	9.874830000000001	10.3787	3.97476	5.78187	8.58655
transcript-13733	3.9182699999999997	0.0	0.0	0.0	0.0	1.30969	0.0	0.0	0.0	0.0	0.482228
transcript-13734	0.0	0.0	1.47869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5623	7.55466	4.8482199999999995	4.602609999999999	9.015360000000001	3.7081699999999995	7.9646	18.9594	20.9266	5.53634	5.65261	6.199269999999999
mrna-5624	10.3353	2.5131099999999997	8.811919999999999	8.04033	3.9666699999999997	8.9932	0.874276	5.65836	5.94729	5.80903	7.14982
mrna-5625	208.86900000000003	198.53900000000002	73.9714	52.5956	62.3023	56.2042	32.875	34.0031	62.1815	330.965	259.20099999999996
mrna-5626	483.837	1210.93	317.204	324.629	303.944	260.86400000000003	169.826	166.838	108.905	1213.28	599.357
mrna-5627	17.799	9.57837	10.0891	35.6852	11.5892	24.3103	13.7103	25.9979	19.2043	20.8349	8.52567
mrna-5628	308.20599999999996	1114.12	812.554	426.67800000000005	609.841	455.309	481.12	440.3	309.147	386.324	200.19099999999997
mrna-5629	16.6069	12.5905	29.5872	39.6536	26.9386	40.861999999999995	9.38837	4.4013800000000005	17.3778	17.5094	19.7606
mrna-5630	11.4077	1.56477	0.488155	4.39377	0.668139	2.01404	0.0	0.0	2.2837400000000003	8.46252	5.3826
mrna-5631	241.56799999999998	112.34200000000001	317.301	302.039	230.98	389.94300000000004	646.19	613.351	330.07	160.657	210.637
mrna-5632	0.714816	0.804754	0.0	0.0	0.0	0.24010599999999999	3.45139	1.42193	0.0	0.98441	1.43707
mrna-5633	23.5206	36.0205	24.0037	40.9064	23.2679	37.5079	26.659000000000002	21.7213	37.5806	17.3045	17.428
transcript-13738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5634	1.97124	2.07572	0.844475	0.0	0.0	3.6764699999999997	0.0	0.0	0.0	0.0	1.09056
mrna-5635	3.55113	0.513325	1.2160600000000001	0.435684	0.554133	1.07103	0.367398	1.4415200000000001	1.48852	3.57726	4.11046
mrna-5636	2.70874	1.27643	3.1924099999999997	3.47151	3.8413199999999996	5.60731	8.433539999999999	5.02405	1.9216099999999998	3.1728099999999997	4.00301
mrna-5637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116665	0.27123200000000003
mrna-5638	3.6815900000000004	0.0	0.0	0.0	0.0	4.0491	0.0	0.0	0.0	5.11261	1.12459
transcript-13739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13741	0.324916	0.0	0.203896	1.09023	0.0	0.192225	0.40971899999999994	0.0	0.603763	0.369154	0.9046559999999999
transcript-13742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1966799999999997	0.0	1.56889
mrna-5639	11.5696	8.41041	14.1447	9.66106	18.5873	15.2866	20.7244	17.897000000000002	23.6893	12.274000000000001	12.9325
mrna-5640	13.3031	1.8631099999999998	10.634	12.3837	6.61791	10.7747	20.4586	23.7995	9.29265	8.44858	11.2763
mrna-5641	45.5588	47.09	203.582	99.9724	251.525	113.927	166.748	166.38	66.8727	73.2793	49.0913
transcript-13743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13746	0.0	0.0	0.838736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13747	188.25	63.3145	236.541	226.97400000000002	199.942	245.16	109.21	65.8114	158.47899999999998	61.5528	180.93400000000003
mrna-5642	0.0	0.0	2.60092	0.0	5.24144	0.0	0.0	0.0	0.0	0.0	0.0
transcript-13748	0.0	0.0	0.838736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-5643	0.0	0.0	2.60092	0.0	5.24144	0.0	0.0	0.0	0.0	0.0	0.0
transcript-32985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-32986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-32987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-32988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24639	0.0	0.0	0.0
mrna-13608	20.471	0.810453	90.2318	33.1576	87.0943	38.4947	0.8356120000000001	0.0	3.31166	1.34769	30.6055
transcript-32989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-32990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-32991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-32992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-32993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-13609	3.299	0.0	0.0	0.0	0.0	0.06962560000000001	0.0	0.0	0.0	0.698749	3.64711
mrna-13610	0.8587790000000001	0.508128	0.8929239999999999	2.80871	3.5376	1.7432599999999998	1.28644	1.44068	2.25345	1.29845	1.1221
transcript-32996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-13611	2.2584	0.9627479999999999	0.362415	8.593639999999999	0.0	5.84435	0.0	0.0	5.51169	3.6603800000000004	2.1995400000000003
mrna-13612	9.5295	12.1052	19.2683	10.6559	19.1569	9.23315	12.1567	11.6753	14.8462	8.95899	4.98149
mrna-13613	26.1578	31.7362	58.2971	22.698	57.3366	29.304000000000002	26.8112	33.3826	37.6966	20.7333	8.82494
mrna-13614	4.33783	0.944953	11.2156	1.70335	23.2675	4.93473	7.66096	3.8624	8.533539999999999	0.5294479999999999	2.3759799999999998
mrna-13615	143.583	615.803	248.08599999999998	118.55799999999999	195.91299999999998	77.7201	92.6177	88.665	158.903	134.18	78.8457
mrna-13616	1.37847	1.42401	3.16339	0.6409819999999999	0.660262	0.8907809999999999	1.19583	0.06727739999999999	0.0	1.1956200000000001	0.707554
mrna-13617	27.2827	28.94	26.2383	28.8477	42.0594	29.7513	56.3469	47.7997	31.651999999999997	32.8766	31.6724
mrna-13618	1.65212	0.91638	2.15162	4.03595	2.0787	3.0302599999999997	0.0	0.0	0.0	0.320956	1.23452
mrna-13619	0.721545	0.0	0.0	0.922581	0.0	0.55348	0.0	0.0	0.8220629999999999	0.0	1.59548
mrna-13620	0.0	0.0	0.0	12.6724	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrna-13621	0.49826400000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20715
mrna-13622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8651900000000001
mrna-13623	0.237946	0.0	0.0	0.205064	0.0	0.352901	0.0	0.0	0.0	0.0	0.8549
mrna-13624	0.253617	0.77783	1.7592900000000002	1.1941	0.126356	1.89084	0.44616999999999996	2.08019	0.479401	0.923523	0.42060699999999995
transcript-32997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-32998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-32999	0.0	0.672389	0.0	24.6496	0.0	2.5616	0.0	0.0	0.0	0.0	0.0
transcript-33000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-33001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-33002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-33003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-33004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-33005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript-33006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
